1.71666e+12, 0.091, 0.119, 0.021, 0.13, 0.053
1.71666e+12, 6.145, 7.985, 0.039, 0.159, 0.09
1.71666e+12, 3.874, 7.987, 0.038, 0.123, 0.075
0.271, 0.074, 0.069, 0.011, 0.048, 0.131
0.198, 0.046, 0.016, 0.008, 0.09, 0.102
0.182, 0.03, 0.026, 0.011, 0.06, 0.031
0.165, 0.05, 0.016, 0.031, 0.087, 0.066
0.193, 0.047, 0.019, 0.015, 0.068, 0.047
0.188, 0.034, 0.013, 0.013, 0.064, 0.057
0.181, 0.055, 0.023, 0.014, 0.069, 0.041
0.173, 0.03, 0.055, 0.022, 0.075, 0.035
0.176, 0.03, 0.032, 0.015, 0.053, 0.042
0.224, 0.025, 0.045, 0.014, 0.052, 0.032
0.181, 0.024, 0.041, 0.012, 0.058, 0.047
0.175, 0.031, 0.04, 0.027, 0.063, 0.038
0.19, 0.035, 0.045, 0.024, 0.057, 0.032
0.205, 0.033, 0.046, 0.042, 0.066, 0.035
0.191, 0.031, 0.037, 0.033, 0.065, 0.036
0.184, 0.03, 0.032, 0.032, 0.054, 0.031
0.205, 0.033, 0.044, 0.014, 0.055, 0.037
0.207, 0.03, 0.038, 0.018, 0.055, 0.038
0.189, 0.034, 0.031, 0.011, 0.065, 0.036
0.187, 0.042, 0.034, 0.016, 0.069, 0.041
0.185, 0.047, 0.036, 0.013, 0.058, 0.031
0.166, 0.047, 0.034, 0.013, 0.061, 0.033
0.217, 0.047, 0.049, 0.048, 0.068, 0.038
0.223, 0.068, 0.085, 0.048, 0.099, 0.047
0.223, 0.05, 0.056, 0.017, 0.09, 0.04
0.229, 0.05, 0.054, 0.016, 0.069, 0.036
0.224, 0.048, 0.057, 0.016, 0.071, 0.041
0.191, 0.05, 0.056, 0.024, 0.073, 0.037
0.183, 0.379, 0.063, 0.017, 0.069, 0.031
0.196, 0.046, 0.056, 0.014, 0.065, 0.035
0.25, 0.05, 0.055, 0.012, 0.064, 0.033
0.252, 0.046, 0.056, 0.01, 0.06, 0.039
0.225, 0.046, 0.057, 0.016, 0.077, 0.035
0.214, 0.044, 0.069, 0.016, 0.063, 0.039
0.281, 0.049, 0.057, 0.013, 0.067, 0.049
0.3, 0.056, 0.065, 0.01, 0.066, 0.039
0.315, 0.044, 0.069, 0.036, 0.062, 0.035
0.204, 0.054, 0.049, 0.014, 0.056, 0.038
0.251, 0.049, 0.058, 0.013, 0.051, 0.038
0.205, 0.038, 0.044, 0.01, 0.05, 0.03
0.201, 0.052, 0.047, 0.009, 0.049, 0.031
0.219, 0.058, 0.05, 0.01, 0.049, 0.034
0.241, 0.168, 0.056, 0.021, 0.064, 0.042
0.218, 0.035, 0.065, 0.013, 0.055, 0.041
0.211, 0.064, 0.061, 0.048, 0.108, 0.071
0.312, 0.047, 0.071, 0.035, 0.065, 0.04
0.257, 0.043, 0.043, 0.016, 0.055, 0.038
0.219, 0.039, 0.068, 0.015, 0.057, 0.041
0.189, 0.036, 0.057, 0.012, 0.051, 0.033
0.208, 0.035, 0.371, 0.026, 0.083, 0.042
0.215, 0.041, 0.048, 0.029, 0.067, 0.041
0.183, 0.032, 0.039, 0.012, 0.045, 0.031
0.194, 0.036, 0.041, 0.009, 0.046, 0.031
0.201, 0.032, 0.042, 0.011, 0.057, 0.043
0.178, 0.04, 0.045, 0.019, 0.057, 0.04
0.188, 0.04, 0.047, 0.017, 0.066, 0.037
0.209, 0.049, 0.06, 0.04, 0.092, 0.06
0.189, 0.041, 0.048, 0.014, 0.056, 0.041
0.217, 0.043, 0.044, 0.015, 0.063, 0.052
0.214, 0.052, 0.059, 0.013, 0.056, 0.048
0.206, 0.042, 0.048, 0.011, 0.057, 0.042
0.261, 0.079, 0.041, 0.037, 0.066, 0.054
0.216, 0.05, 0.048, 0.035, 0.078, 0.08
0.216, 0.049, 0.05, 0.035, 0.058, 0.041
0.291, 0.053, 0.051, 0.027, 0.061, 0.044
0.223, 0.035, 0.062, 0.034, 0.06, 0.044
0.205, 0.023, 0.026, 0.009, 0.091, 0.138
0.186, 0.045, 0.055, 0.013, 0.064, 0.057
0.184, 0.028, 0.03, 0.012, 0.058, 0.051
0.303, 0.034, 0.028, 0.012, 0.062, 0.051
0.214, 0.035, 0.034, 0.013, 0.062, 0.055
0.215, 0.03, 0.032, 0.014, 0.057, 0.044
0.203, 0.044, 0.033, 0.012, 0.061, 0.044
0.213, 0.032, 0.032, 0.01, 0.057, 0.051
0.214, 0.064, 0.052, 0.032, 0.108, 0.049
0.183, 0.066, 0.063, 0.026, 0.062, 0.049
0.192, 0.052, 0.04, 0.016, 0.072, 0.046
0.182, 0.032, 0.036, 0.013, 0.058, 0.051
0.224, 0.049, 0.05, 0.012, 0.065, 0.065
0.224, 0.051, 0.041, 0.015, 0.115, 0.151
0.242, 0.031, 0.044, 0.011, 0.065, 0.072
0.198, 0.067, 0.059, 0.033, 0.126, 0.166
0.224, 0.057, 0.047, 0.034, 0.086, 0.062
0.186, 0.067, 0.046, 0.024, 0.068, 0.053
0.187, 0.346, 0.05, 0.04, 0.091, 0.053
0.188, 0.169, 0.076, 0.042, 0.098, 0.073
0.2, 0.078, 0.217, 0.08, 0.112, 0.115
0.215, 0.074, 0.067, 0.024, 0.084, 0.047
0.184, 0.072, 0.066, 0.026, 0.087, 0.03
0.204, 0.079, 0.065, 0.025, 0.083, 0.043
0.269, 0.057, 0.059, 0.018, 0.066, 0.037
0.181, 0.043, 0.042, 0.035, 0.087, 0.103
0.223, 0.041, 0.043, 0.023, 0.076, 0.071
0.177, 0.037, 0.041, 0.02, 0.058, 0.045
