1.71664e+12, 0.113, 0.112, 0.028, 0.083, 0.066
1.71664e+12, 0.095, 0.048, 0.032, 0.064, 0.061
1.71664e+12, 0.097, 0.032, 0.041, 0.065, 0.055
0.222, 0.095, 0.023, 0.031, 0.028, 0.159
0.2, 0.071, 0.021, 0.032, 0.038, 0.065
0.19, 0.056, 0.02, 0.027, 0.023, 0.056
0.192, 0.086, 0.031, 0.036, 0.026, 0.081
0.23, 0.081, 0.037, 0.036, 0.031, 0.074
0.194, 0.078, 0.021, 0.026, 0.022, 0.054
0.183, 0.067, 0.03, 0.029, 0.023, 0.057
0.185, 0.047, 0.049, 0.033, 0.024, 0.064
0.18, 0.045, 0.062, 0.034, 0.023, 0.063
0.173, 0.058, 0.039, 0.042, 0.028, 0.096
0.202, 0.053, 0.048, 0.028, 0.025, 0.061
0.271, 0.197, 0.044, 0.028, 0.024, 0.063
0.177, 0.043, 0.038, 0.029, 0.024, 0.061
2.398, 0.175, 0.276, 0.042, 0.032, 0.141
0.206, 0.068, 0.075, 0.029, 0.028, 0.059
0.198, 0.06, 0.062, 0.025, 0.022, 0.05
0.256, 0.079, 0.081, 0.024, 0.035, 0.053
0.197, 0.078, 0.113, 0.019, 0.025, 0.05
0.178, 0.066, 0.063, 0.041, 0.025, 0.076
0.177, 0.054, 0.063, 0.037, 0.025, 0.05
0.164, 0.111, 0.133, 0.024, 0.023, 0.048
0.161, 0.058, 0.078, 0.019, 0.02, 0.044
0.17, 0.122, 0.14, 0.029, 0.023, 0.05
0.248, 0.064, 0.066, 0.036, 0.023, 0.054
0.325, 0.078, 0.085, 0.02, 0.026, 0.053
0.307, 0.047, 0.048, 0.047, 0.027, 0.06
0.238, 0.053, 0.052, 0.033, 0.029, 0.071
0.179, 0.042, 0.045, 0.019, 0.019, 0.046
0.162, 0.04, 0.05, 0.02, 0.019, 0.039
0.244, 0.094, 0.123, 0.028, 0.025, 0.056
0.231, 0.048, 0.064, 0.024, 0.022, 0.054
0.186, 0.039, 0.041, 0.023, 0.02, 0.04
0.161, 0.037, 0.042, 0.021, 0.02, 0.042
0.147, 0.046, 0.048, 0.014, 0.018, 0.037
0.19, 0.039, 0.046, 0.012, 0.019, 0.037
0.167, 0.046, 0.041, 0.015, 0.019, 0.041
0.18, 0.043, 0.043, 0.016, 0.022, 0.042
0.152, 0.046, 0.046, 0.027, 0.021, 0.053
0.179, 0.038, 0.05, 0.014, 0.018, 0.039
0.212, 0.084, 0.074, 0.042, 0.029, 0.08
0.186, 0.059, 0.06, 0.02, 0.028, 0.047
0.191, 0.053, 0.066, 0.017, 0.021, 0.043
0.192, 0.044, 0.057, 0.012, 0.018, 0.036
0.184, 0.049, 0.05, 0.038, 0.029, 0.069
0.163, 0.045, 0.052, 0.017, 0.019, 0.04
0.165, 0.049, 0.043, 0.017, 0.02, 0.045
0.201, 0.111, 0.121, 0.026, 0.02, 0.07
0.184, 0.081, 0.069, 0.035, 0.028, 0.067
0.246, 0.159, 0.097, 0.067, 0.043, 0.136
0.147, 0.082, 0.075, 0.079, 0.04, 0.124
0.159, 0.052, 0.05, 0.04, 0.025, 0.059
0.15, 0.054, 0.064, 0.027, 0.038, 0.049
0.171, 0.052, 0.049, 0.03, 0.023, 0.054
0.175, 0.38, 0.051, 0.036, 0.028, 0.062
0.172, 0.044, 0.049, 0.021, 0.019, 0.045
0.192, 0.089, 0.085, 0.017, 0.02, 0.041
0.217, 0.076, 0.075, 0.021, 0.023, 0.054
0.171, 0.058, 0.042, 0.017, 0.02, 0.043
0.214, 0.022, 0.026, 0.014, 0.021, 0.04
0.19, 0.023, 0.019, 0.014, 0.018, 0.039
0.197, 0.033, 0.04, 0.029, 0.026, 0.06
0.238, 0.032, 0.032, 0.021, 0.02, 0.045
0.309, 0.037, 0.033, 0.02, 0.022, 0.048
0.193, 0.031, 0.031, 0.023, 0.021, 0.05
0.194, 0.028, 0.032, 0.023, 0.021, 0.048
0.178, 0.024, 0.026, 0.018, 0.02, 0.043
5.229, 0.352, 0.282, 0.042, 0.025, 0.077
0.222, 0.272, 0.067, 0.023, 0.025, 0.052
